# prefab<TAB>comma-separated MonoBehaviour classes found anywhere in the prefab (generated from game assets)
AbandonedLogCabin02	Chair,Container,CreatureSpawner,Door,Location,MusicLocation,Piece,RandomSpawn,TerrainModifier,WearNTear,ZNetView
cave_shrine_lootencap03	Destructible,DropOnDestroyed,LightLod,MaterialVariationWorld,PickableItem,RandomSpawn,Room,RoomConnection,ZNetView
cave_shrine_lootencap04	MaterialVariationWorld,Room,RoomConnection
cave_shrine_lootencap05	Destructible,DropOnDestroyed,MaterialVariationWorld,Pickable,RandomSpawn,Room,RoomConnection,ZNetView
cave_shrine_lootencap06	MaterialVariationWorld,Pickable,PickableItem,RandomSpawn,Room,RoomConnection,ZNetView
cave_shrine_room01	Aoe,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,LightFlicker,LightLod,MaterialVariationWorld,Pickable,RandomSpawn,Room,RoomConnection,TimedDestruction,ZNetView,ZSFX
cave_shrine_room02	Aoe,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,LightFlicker,LightLod,MaterialVariationWorld,Pickable,RandomSpawn,Room,RoomConnection,TimedDestruction,WearNTear,ZNetView,ZSFX
cave_shrine_shrine01	Aoe,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,GlobalWind,HoverText,LightFlicker,LightLod,LodFadeInOut,MaterialVariationWorld,MusicLocation,Pickable,PickableItem,RandomSpawn,Room,RoomConnection,TimedDestruction,ZNetView,ZSFX
cave_shrine_shrine02	Aoe,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,GlobalWind,HoverText,LightFlicker,LightLod,LodFadeInOut,MaterialVariationWorld,MusicLocation,Pickable,PickableItem,RandomSpawn,Room,RoomConnection,TimedDestruction,ZNetView,ZSFX
cave_shrine_shrine03	Aoe,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,GlobalWind,HoverText,LightFlicker,LightLod,LodFadeInOut,MaterialVariationWorld,MusicLocation,Pickable,PickableItem,RandomSpawn,Room,RoomConnection,TimedDestruction,ZNetView,ZSFX
cave_shrine_shrine03_HILDIR	Aoe,CreatureSpawner,Destructible,DropOnDestroyed,EffectArea,GlobalWind,HoverText,LightFlicker,LightLod,LodFadeInOut,MaterialVariationWorld,MusicLocation,Pickable,RandomSpawn,Room,RoomConnection,TimedDestruction,ZNetView,ZSFX
cave_shrine_start02	Aoe,Destructible,Door,DropOnDestroyed,EffectArea,LightFlicker,LightLod,LodFadeInOut,MaterialVariationWorld,MusicVolume,RandomSpawn,Room,RoomConnection,TimedDestruction,ZNetView,ZSFX
cave_shrine_start02_corridor	Aoe,Destructible,Door,DropOnDestroyed,EffectArea,LightFlicker,LightLod,LodFadeInOut,MaterialVariationWorld,MusicVolume,PickableItem,RandomSpawn,Room,RoomConnection,TimedDestruction,ZNetView,ZSFX
cave_shrine_start02_ice	Aoe,Destructible,Door,DropOnDestroyed,EffectArea,LightFlicker,LightLod,LodFadeInOut,MaterialVariationWorld,MusicVolume,RandomSpawn,Room,RoomConnection,TimedDestruction,ZNetView,ZSFX
cave_shrine_start02_ice_corridor	Aoe,Destructible,Door,DropOnDestroyed,EffectArea,LightFlicker,LightLod,LodFadeInOut,MaterialVariationWorld,MusicVolume,PickableItem,RandomSpawn,Room,RoomConnection,TimedDestruction,ZNetView,ZSFX
caverock_cornerwall	MaterialVariationWorld
caverock_curvedrock	MaterialVariationWorld
caverock_curvedwallbig	MaterialVariationWorld
caverock_curvedwallbig_extra	MaterialVariationWorld
caverock_floorbig	MaterialVariationWorld
caverock_floorsmall	MaterialVariationWorld
caverock_flowstone	
caverock_ice_pillar_wall	Destructible,MaterialVariationWorld,ZNetView
caverock_ice_stalagmite	Destructible,MaterialVariationWorld,ZNetView
caverock_ice_stalagmite_broken	Destructible,MaterialVariationWorld,ZNetView
caverock_ice_stalagmite_destruction	Gibber,MaterialVariationWorld,ZNetView,ZSFX
caverock_ice_stalagtite	Destructible,MaterialVariationWorld,ZNetView
caverock_ice_stalagtite_destruction	Gibber,MaterialVariationWorld,ZNetView
caverock_ice_stalagtite_falling	Floating,ImpactEffect,MaterialVariationWorld,TreeLog,ZNetView,ZSyncTransform
caverock_ice_wall_destruction	Gibber,MaterialVariationWorld,ZNetView,ZSFX
caverock_pillar	MaterialVariationWorld
caverock_ramp	
caverock_rockbun	MaterialVariationWorld
caverock_stairs	MaterialVariationWorld
caverock_stalagmite	
caverock_stalagtite	
charcoal_kiln	EffectArea,LightFlicker,LightLod,Piece,Smelter,SmokeSpawner,Switch,TimedDestruction,WearNTear,ZNetView,ZSFX
charred_bow	ItemDrop,ZNetView,ZSyncTransform
charred_bow_Fader	ItemDrop,ZNetView,ZSyncTransform
charred_bow_Fader_projectile	Projectile,ZNetView,ZSyncTransform
charred_bow_projectile	Projectile,ZNetView,ZSyncTransform
charred_bow_volley	ItemDrop,ZNetView,ZSyncTransform
charred_bow_volley_Fader	ItemDrop,ZNetView,ZSyncTransform
charred_bow_volley_Fader_projectile	Projectile,ZNetView,ZSyncTransform
charred_bow_volley_projectile	Projectile,ZNetView,ZSyncTransform
charred_dyrnwyn_greatsword_feint	ItemDrop,ZNetView,ZSyncTransform
charred_dyrnwyn_greatsword_swing	ItemDrop,ZNetView,ZSyncTransform
charred_dyrnwyn_greatsword_thrust	ItemDrop,ZNetView,ZSyncTransform
charred_dyrnwyn_greatsword_thrustfeint	ItemDrop,ZNetView,ZSyncTransform
charred_fader_greatsword_feint	ItemDrop,ZNetView,ZSyncTransform
charred_fader_greatsword_swing	ItemDrop,ZNetView,ZSyncTransform
charred_fader_greatsword_thrust	ItemDrop,ZNetView,ZSyncTransform
charred_fader_greatsword_thrustfeint	ItemDrop,ZNetView,ZSyncTransform
charred_fireball_aoe	Aoe,LightFlicker,LightLod,SmokeSpawner,TimedDestruction,ZNetView,ZSFX,ZSyncTransform
charred_fireball_projectile	Projectile,ZNetView,ZSyncTransform
charred_greatsword_feint	ItemDrop,ZNetView,ZSyncTransform
charred_greatsword_swing	ItemDrop,ZNetView,ZSyncTransform
charred_greatsword_thrust	ItemDrop,ZNetView,ZSyncTransform
charred_greatsword_thrustfeint	ItemDrop,ZNetView,ZSyncTransform
charred_magestaff_fire	ItemDrop,ZNetView,ZSyncTransform
charred_magestaff_summon	ItemDrop,ZNetView,ZSyncTransform
charred_magestaff_summoncharred	SpawnAbility
charred_shieldgenerator	EffectArea,LightFlicker,LightLod,Piece,ShieldGenerator,SmokeSpawner,Switch,WearNTear,ZNetView
charred_twitcher_projectile	Projectile,ZNetView,ZSyncTransform
charred_twitcher_scratch_l	ItemDrop,ZNetView,ZSyncTransform
charred_twitcher_scratch_r	ItemDrop,ZNetView,ZSyncTransform
charred_twitcher_throw	ItemDrop,ZNetView,ZSyncTransform
chest_hildir1	Floating,ItemDrop,ZNetView,ZSyncTransform
chest_hildir1_incamp	ConditionalObject
chest_hildir2	Floating,ItemDrop,ZNetView,ZSyncTransform
chest_hildir2_incamp	ConditionalObject
chest_hildir3	Floating,ItemDrop,ZNetView,ZSyncTransform
chest_hildir3_incamp	ConditionalObject
cliff_ashlands1	Destructible,LodFadeInOut,StaticPhysics,ZNetView
cliff_ashlands1_frac	LodFadeInOut,MineRock5,ZNetView
cliff_ashlands2	Destructible,LodFadeInOut,StaticPhysics,ZNetView
cliff_ashlands2_frac	LodFadeInOut,MineRock5,ZNetView
cliff_ashlands3_Arch_1	Destructible,LodFadeInOut,ZNetView
cliff_ashlands4	Destructible,LodFadeInOut,StaticPhysics,ZNetView
cliff_ashlands4_frac	LodFadeInOut,MineRock5,ZNetView
cliff_ashlands5	Destructible,LodFadeInOut,StaticPhysics,ZNetView
cliff_ashlands6	Destructible,LodFadeInOut,StaticPhysics,ZNetView
cliff_ashlands6_frac	LodFadeInOut,MineRock5,ZNetView
cliff_ashlands7_HalfArch	Destructible,LodFadeInOut,ZNetView
cliff_ashlands7_HalfArch_frac	LodFadeInOut,MineRock5,ZNetView
cliff_ashlands8	Destructible,LodFadeInOut,StaticPhysics,ZNetView
cliff_ashlands_Arch_frac	LodFadeInOut,MineRock5,ZNetView
cliff_ashlandsflowrock_frac	LodFadeInOut,MineRock5,ZNetView
cliff_mistlands1	Destructible,LodFadeInOut,ZNetView
cliff_mistlands1_creep	Destructible,LodFadeInOut,ZNetView
cliff_mistlands1_creep_frac	LodFadeInOut,MineRock5,ZNetView
cliff_mistlands1_frac	LodFadeInOut,MineRock5,ZNetView
cliff_mistlands2	Destructible,LodFadeInOut,ZNetView
cliff_mistlands2_frac	LodFadeInOut,MineRock5,ZNetView
cloth_hanging_door	Destructible,DropOnDestroyed,ZNetView
cloth_hanging_door_double	Destructible,DropOnDestroyed,ZNetView
cloth_hanging_long	Destructible,DropOnDestroyed,ZNetView
clutter_shrub_large	
coal_pile	Piece,WearNTear,ZNetView
crypt_hangingchain	
crypt_hangingskeleton	
crypt_rock	MaterialVariationWorld
crypt_skeleton_chest	Destructible,DropOnDestroyed,EggHatch,HoverText,MaterialVariationWorld,ZNetView
crypt_skeleton_laying	
crystal_wall_1x1	Piece,WearNTear,ZNetView
cultivate	Piece,TerrainModifier,ZNetView
cultivate_v2	Piece,TerrainOp
darkwood_arch	Piece,WearNTear,ZNetView
darkwood_beam	Piece,WearNTear,ZNetView
darkwood_beam4x4	Piece,WearNTear,ZNetView
darkwood_beam_26	Piece,WearNTear,ZNetView
darkwood_beam_45	Piece,WearNTear,ZNetView
darkwood_beam_67	Piece,WearNTear,ZNetView
darkwood_decowall	Piece,WearNTear,ZNetView
darkwood_gate	Door,Piece,WearNTear,ZNetView
darkwood_pole	Piece,WearNTear,ZNetView
darkwood_pole4	Piece,WearNTear,ZNetView
darkwood_raven	Piece,WearNTear,ZNetView
darkwood_roof	Piece,WearNTear,ZNetView
darkwood_roof_45	Piece,WearNTear,ZNetView
darkwood_roof_67	Piece,WearNTear,ZNetView
darkwood_roof_icorner	Piece,WearNTear,ZNetView
darkwood_roof_icorner_45	Piece,WearNTear,ZNetView
darkwood_roof_icorner_67	Piece,WearNTear,ZNetView
darkwood_roof_ocorner	Piece,WearNTear,ZNetView
darkwood_roof_ocorner_45	Piece,WearNTear,ZNetView
darkwood_roof_ocorner_67	Piece,WearNTear,ZNetView
darkwood_roof_top	Piece,WearNTear,ZNetView
darkwood_roof_top_45	Piece,WearNTear,ZNetView
darkwood_roof_top_67	Piece,WearNTear,ZNetView
darkwood_wolf	Piece,WearNTear,ZNetView
dead_deer	TimedDestruction,ZNetView,ZSyncTransform
deepnorth_lantern_standing	DropOnDestroyed,LightFlicker,LightLod,WearNTear,ZNetView
deer_ragdoll	Ragdoll,ZNetView
demister_ball	Demister,LightFlicker,LightLod,ZNetView,ZSyncTransform
digg	TerrainModifier,ZNetView
digg_UnstableLavaRock	TerrainOp
digg_blobLavaExplosion	TerrainOp
digg_bombdynamite	TerrainOp
digg_siegebomb	TerrainOp
digg_v2	TerrainModifier,ZNetView
digg_v3	TerrainOp
dirtfloor	MaterialVariationWorld
dirtfloorflat	MaterialVariationWorld
dirtwall	
drag_item	
dragon_bite	ItemDrop
dragon_claw_left	ItemDrop
dragon_claw_right	ItemDrop
dragon_coldbreath	ItemDrop
dragon_coldbreath_OLD	ItemDrop
dragon_ice_projectile	Projectile,ZNetView,ZSyncTransform
dragon_spit_shotgun	ItemDrop
dragon_taunt	ItemDrop
dragoneggcup	ItemStand,ZNetView
draugr_arrow	ItemDrop,ZNetView,ZSyncTransform
draugr_axe	ItemDrop,ZNetView,ZSyncTransform
draugr_bow	ItemDrop,ZNetView,ZSyncTransform
draugr_bow_projectile	Projectile,ZNetView,ZSyncTransform
draugr_sword	ItemDrop,ZNetView,ZSyncTransform
dungeon_forestcrypt_door	Door,StaticTarget,WearNTear,ZNetView
dungeon_queen_door	AnimationEffect,Door,ZNetView
dungeon_sunkencrypt_irongate	Door,WearNTear,ZNetView
dungeon_sunkencrypt_irongate_rusty	DropOnDestroyed,HoverText,WearNTear,ZNetView
dust_particles	
dverger_demister	Demister,LightFlicker,LightLod,WearNTear,ZNetView,ZSFX
dverger_demister_broken	WearNTear,ZNetView
dverger_demister_large	Demister,LightFlicker,LightLod,TimedDestruction,WearNTear,ZNetView,ZSFX
dverger_demister_ruins	Demister,LightFlicker,LightLod,WearNTear,ZNetView,ZSFX
dverger_guardstone	CircleProjector,EffectArea,GuidePoint,LightLod,Piece,PrivateArea,WearNTear,ZNetView
dvergr_bossroom_middle_endcap01	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_bossroom_middle_endcap02	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_bossroom_middle_endcap03	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_bossroom_roof_endcap01	LightLod,RandomPieceRotation,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_bossroom_roof_endcap02	LightLod,RandomPieceRotation,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_bossroom_roof_endcap03	LightLod,RandomPieceRotation,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_bossroom_top_endcap01	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_bossroom_top_endcap02	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_bossroom_top_endcap03	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_corridor01	Destructible,DropOnDestroyed,EggHatch,LightFlicker,LightLod,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_corridor02	Destructible,DropOnDestroyed,LightFlicker,LightLod,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_divider01	LightFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_divider02	LightLod,RandomPieceRotation,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_divider03	Destructible,DropOnDestroyed,Room,RoomConnection,ZNetView
dvergr_entrance01	Destructible,DropOnDestroyed,EggHatch,LightFlicker,LightLod,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_entrance02	Destructible,DropOnDestroyed,EggHatch,LightFlicker,LightLod,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_new_bossroom_ENTRANCE02	AnimationEffect,Aoe,CharacterAnimEvent,CharacterDrop,Demister,Destructible,DropOnDestroyed,EggHatch,FootStep,Humanoid,LightFlicker,LightLod,Mister,MonsterAI,MovementDamage,OfferingBowl,ParticleDecal,Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,TriggerSpawner,WeakSpot,WearNTear,ZNetView,ZSFX,ZSyncAnimation,ZSyncTransform
dvergr_new_bossroom_bottom_endcap_stair01	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_new_bossroom_bottom_endcap_stair02	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_new_bossroom_bottom_endcap_stair03	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_new_bossroom_bottom_endcap_stair04	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_new_bossroom_bottom_endcap_stair05	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_new_bossroom_bottom_endcap_stair06	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_new_bossroom_bottom_endcap_stair07	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_new_bossroom_bottom_endcap_stair08	Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_room01	CreatureSpawner,Destructible,DropOnDestroyed,EggHatch,LightFlicker,LightLod,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_room02	CreatureSpawner,Destructible,DropOnDestroyed,EggHatch,LightFlicker,LightLod,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_room03	CreatureSpawner,Destructible,DropOnDestroyed,EggHatch,LightFlicker,LightLod,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_room04	CreatureSpawner,Destructible,DropOnDestroyed,EggHatch,LightFlicker,LightLod,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_room_TREASURE	Container,Door,LightFlicker,LodFadeInOut,Pickable,Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,Vegvisir,WearNTear,ZNetView
dvergr_room_TREASURE2	Container,Door,LightFlicker,Pickable,Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_room_endcap01	Destructible,LightFlicker,LightLod,RandomPieceRotation,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_room_endcap02	LightFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_room_endcap03	CreatureSpawner,Destructible,DropOnDestroyed,EggHatch,LightLod,ObjectFlicker,Pickable,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_room_fence01	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,Mister,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_room_open01	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,LodFadeInOut,Mister,RandomPieceRotation,RandomSpawn,Room,RoomConnection,Vegvisir,WaterVolume,WearNTear,ZNetView
dvergr_room_open02	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,LodFadeInOut,Mister,RandomPieceRotation,RandomSpawn,Room,RoomConnection,Vegvisir,WaterVolume,WearNTear,ZNetView
dvergr_room_open03	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,LodFadeInOut,Mister,RandomPieceRotation,RandomSpawn,Room,RoomConnection,Vegvisir,WaterVolume,WearNTear,ZNetView
dvergr_room_open04	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,Mister,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_roombig_corner01	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,Mister,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_roombig_corridor01	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,Mister,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_roombig_corridor02	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,Mister,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_roombig_endcap02	CreatureSpawner,Destructible,LightFlicker,LightLod,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_roombig_open01	CreatureSpawner,Destructible,DropOnDestroyed,LightLod,Mister,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,ZNetView
dvergr_roombig_open02	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,Mister,ObjectFlicker,Pickable,Piece,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_roombig_side01	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,Mister,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_roombig_side02	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,Mister,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,WearNTear,ZNetView
dvergr_roombig_toStone01	Destructible,DropOnDestroyed,LodFadeInOut,Mister,RandomSpawn,Room,RoomConnection,Vegvisir,WaterVolume,ZNetView
dvergr_roombig_toStone02	Destructible,DropOnDestroyed,LodFadeInOut,Mister,RandomSpawn,Room,RoomConnection,Vegvisir,WaterVolume,ZNetView
dvergr_roombig_windows01	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,Mister,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WaterVolume,ZNetView
dvergr_stair01	Destructible,DropOnDestroyed,EggHatch,LightFlicker,LightLod,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_stair02	CreatureSpawner,Destructible,DropOnDestroyed,EggHatch,LightFlicker,LightLod,ObjectFlicker,Pickable,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_stair03	Destructible,DropOnDestroyed,LightFlicker,LightLod,RandomPieceRotation,RandomSpawn,Room,RoomConnection,WearNTear,ZNetView
dvergr_stone_corridor01	Destructible,DropOnDestroyed,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_stone_corridor02	Destructible,DropOnDestroyed,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_stone_corridor03	RandomSpawn,Room,RoomConnection
dvergr_stone_endcap01	Room,RoomConnection
dvergr_stone_endcap02	CreatureSpawner,Destructible,DropOnDestroyed,EggHatch,LightLod,ObjectFlicker,Pickable,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_stone_endcap03	CreatureSpawner,Destructible,DropOnDestroyed,LodFadeInOut,RandomSpawn,Room,RoomConnection,Vegvisir,ZNetView
dvergr_stone_open01	CreatureSpawner,Destructible,DropOnDestroyed,LightFlicker,LightLod,LodFadeInOut,Mister,RandomPieceRotation,RandomSpawn,Room,RoomConnection,Vegvisir,WaterVolume,WearNTear,ZNetView
dvergr_stone_room01	CreatureSpawner,Destructible,DropOnDestroyed,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_stone_room02	CreatureSpawner,Destructible,DropOnDestroyed,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_stone_room03	CreatureSpawner,Destructible,DropOnDestroyed,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_stone_room04	CreatureSpawner,Destructible,DropOnDestroyed,EggHatch,LightLod,ObjectFlicker,Pickable,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_stone_stair01	Destructible,DropOnDestroyed,EggHatch,LightLod,ObjectFlicker,Pickable,RandomSpawn,Room,RoomConnection,ZNetView
dvergr_stone_turn01	CreatureSpawner,Destructible,DropOnDestroyed,RandomSpawn,Room,RoomConnection,ZNetView
dvergrprops_banner	DropOnDestroyed,WearNTear,ZNetView
dvergrprops_barrel	Destructible,DropOnDestroyed,ZNetView
dvergrprops_bed	DropOnDestroyed,WearNTear,ZNetView
dvergrprops_chair	DropOnDestroyed,WearNTear,ZNetView
dvergrprops_crate	DropOnDestroyed,HoverText,StaticPhysics,WearNTear,ZNetView
dvergrprops_crate_ashlands	DropOnDestroyed,HoverText,StaticPhysics,WearNTear,ZNetView
dvergrprops_crate_long	DropOnDestroyed,HoverText,StaticPhysics,WearNTear,ZNetView
dvergrprops_curtain	DropOnDestroyed,WearNTear,ZNetView
dvergrprops_hooknchain	DropOnDestroyed,WearNTear,ZNetView
dvergrprops_lantern	DropOnDestroyed,LightFlicker,LightLod,WearNTear,ZNetView
dvergrprops_lantern_standing	DropOnDestroyed,LightFlicker,LightLod,WearNTear,ZNetView
